Process Date,Amount,Other Party,Credit Plan Name,Transaction Date,Foreign Details,City,Country Code
26/05/2016,-4.80,"REBOOT CAFE            CHRISTCHURCH  NZ","PURCHASES",26/05/2016,,,
27/05/2016,-4.10,"REBOOT CAFE            CHRISTCHURCH  NZ","PURCHASES",27/05/2016,,,
30/05/2016,-20.20,"SAKURA JAPANESE CUISIN CHRISTCHURCH  NZL","PURCHASES",28/05/2016,,,
30/05/2016,-5.50,"BURGER KING 9735       HORNBY        NZL","PURCHASES",28/05/2016,,,
30/05/2016,-1.98,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",28/05/2016,,,
30/05/2016,-36.77,"COUNTDOWN BUSH INN     CHRISTCHURCH  NZL","PURCHASES",29/05/2016,,,
30/05/2016,60.00,"PAYMENT RECEIVED       THANK YOU     NZL",,29/05/2016,,,
30/05/2016,-36.73,"SUNSON GIFT SHOP       CHRISTCHURCH  NZ","PURCHASES",29/05/2016,,,
31/05/2016,-4.80,"REBOOT CAFE            CHRISTCHURCH  NZ","PURCHASES",31/05/2016,,,
03/06/2016,-4.90,"KFC RICCARTON MALL     RICCARTON     NZ","PURCHASES",02/06/2016,,,
03/06/2016,-24.14,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",02/06/2016,,,
07/06/2016,-7.50,"BURGER KING 9735       HORNBY        NZL","PURCHASES",04/06/2016,,,
07/06/2016,150.00,"PAYMENT RECEIVED       THANK YOU     NZL",,05/06/2016,,,
07/06/2016,-11.00,"CASA PUBLICA           CHRISTCHURCH  NZ","PURCHASES",06/06/2016,,,
08/06/2016,-14.90,"KOSCO RICCARTON        CHRISTCHURCH  NZ","PURCHASES",07/06/2016,,,
08/06/2016,-12.47,"KOSCO RICCARTON        CHRISTCHURCH  NZ","PURCHASES",07/06/2016,,,
08/06/2016,-23.60,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",07/06/2016,,,
10/06/2016,-30.00,"2DEGREES MOBILE        AUCKLAND      NZ","PURCHASES",10/06/2016,,,
13/06/2016,-55.59,"CALTEX AVONHEAD        CHRISTCHURCH  NZ","PURCHASES",10/06/2016,,,
13/06/2016,-44.00,"ACCOUNT FEE","PURCHASES",13/06/2016,,,
14/06/2016,-19.07,"COUNTDOWN AVONHEAD     CHRISTCHURCH  NZL","PURCHASES",14/06/2016,,,
17/06/2016,-22.54,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",17/06/2016,,,
23/06/2016,-4.99,"DOMINOS ILAM 98961     ILAM          NZL","PURCHASES",23/06/2016,,,
24/06/2016,-5.00,"MCDONALDS RICCARTON    CHRISTCHURCH  NZL","PURCHASES",23/06/2016,,,
24/06/2016,-38.36,"COUNTDOWN AVONHEAD     CHRISTCHURCH  NZL","PURCHASES",24/06/2016,,,
27/06/2016,-3.30,"ENG CAFE               CHRISTCHURCH  NZ","PURCHASES",24/06/2016,,,
27/06/2016,-5.00,"THE FOUNDRY BAR        CHRISTCHURCH  NZ","PURCHASES",25/06/2016,,,
27/06/2016,-27.90,"KFC - 559              HORNBY        NZL","PURCHASES",26/06/2016,,,
30/06/2016,-5.00,"KIKKI.K                CHRISTCHURCH  NZ","PURCHASES",29/06/2016,,,
30/06/2016,-34.90,"KIKKI.K                CHRISTCHURCH  NZ","PURCHASES",29/06/2016,,,
30/06/2016,-15.00,"SUPRE RICCARTON 8425   RICCARTON     NZ","PURCHASES",29/06/2016,,,
30/06/2016,-24.79,"COUNTDOWN AVONHEAD     CHRISTCHURCH  NZL","PURCHASES",30/06/2016,,,
04/07/2016,-8.42,"DIGITALOCEAN.COM       6463978051    NY","PURCHASES",30/06/2016,"06/30/16          5.85    USD FOREIGN CURRENCY FEE $ 0.21 NZD INCLUDED",,
04/07/2016,200.00,"PAYMENT RECEIVED       THANK YOU     NZL",,03/07/2016,,,
07/07/2016,-13.39,"B L RONAN              CHRISTCHURCH  NZ","PURCHASES",06/07/2016,,,
07/07/2016,60.00,"PAYMENT RECEIVED       THANK YOU     NZL",,07/07/2016,,,
08/07/2016,-26.50,"MISUNG FOOD LIMITED    CHRISTCHURCH  NZ","PURCHASES",07/07/2016,,,
08/07/2016,150.00,"PAYMENT RECEIVED       THANK YOU     NZL",,08/07/2016,,,
08/07/2016,-10.00,"MYLOTTO.CO.NZ          NEW ZEALAND   NZL","PURCHASES",08/07/2016,,,
11/07/2016,-25.64,"PAYPAL *SUNZHONGLI     13816472385   SG","PURCHASES",08/07/2016,,,
11/07/2016,-51.94,"VINTELLECT 1 DAY       AUCKLAND      NZ","PURCHASES",10/07/2016,,,
11/07/2016,-13.70,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",11/07/2016,,,
11/07/2016,50.00,"PAYMENT RECEIVED       THANK YOU     NZL",,11/07/2016,,,
11/07/2016,-21.00,"COUNTDOWN BUSH INN     CHRISTCHURCH  NZL","PURCHASES",11/07/2016,,,
12/07/2016,-5.39,"PAYPAL *ZYF7896YU      4029357733    SG","PURCHASES",10/07/2016,,,
12/07/2016,-9.84,"PAYPAL *WOODBEADS1     4029357733    SG","PURCHASES",10/07/2016,,,
12/07/2016,-10.16,"COUNTDOWN AVONHEAD     CHRISTCHURCH  NZL","PURCHASES",12/07/2016,,,
14/07/2016,-52.84,"COUNTDOWN BUSH INN     CHRISTCHURCH  NZL","PURCHASES",14/07/2016,,,
15/07/2016,-12.89,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",15/07/2016,,,
18/07/2016,-8.00,"UOC - RECREATION CENTR CHRISTHCURCH  NZ","PURCHASES",15/07/2016,,,
18/07/2016,-5.98,"PAYPAL *BESTWORLDEL    13145912460   SG","PURCHASES",15/07/2016,,,
18/07/2016,-13.80,"HOST RESTAURANT & KA   CHRISTCHURCH  NZ","PURCHASES",15/07/2016,,,
18/07/2016,-11.50,"ADDINGTON COFFEE CO-OP CHRISTCHURCH  NZL","PURCHASES",16/07/2016,,,
18/07/2016,190.00,"PAYMENT RECEIVED       THANK YOU     NZL",,17/07/2016,,,
18/07/2016,-15.00,"COTTON ON 9019         HORNBY        NZ","PURCHASES",17/07/2016,,,
18/07/2016,-23.90,"PAK N SAVE HORNBY      HORNBY        NZ","PURCHASES",17/07/2016,,,
18/07/2016,-15.00,"NEW BALANCE NEW ZEAL   CHRISTCHURCH  NZ","PURCHASES",17/07/2016,,,
18/07/2016,-3.50,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",18/07/2016,,,
19/07/2016,-5.48,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",19/07/2016,,,
20/07/2016,-5.90,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",20/07/2016,,,
21/07/2016,-16.92,"B L RONAN              CHRISTCHURCH  NZ","PURCHASES",20/07/2016,,,
21/07/2016,-20.00,"GRABONE                WHANGAREI     NZL","PURCHASES",21/07/2016,,,
21/07/2016,-4.80,"REBOOT CAFE            CHRISTCHURCH  NZ","PURCHASES",21/07/2016,,,
22/07/2016,-64.50,"DRESSLILLY             COVENTRY      GB","PURCHASES",19/07/2016,,,
22/07/2016,105.00,"PAYMENT RECEIVED       THANK YOU     NZL",,22/07/2016,,,
25/07/2016,-43.99,"EAT ME                 TE ARO        NZ","PURCHASES",23/07/2016,,,
25/07/2016,-4.45,"PAYPAL *ETRS100        15999536753   SG","PURCHASES",23/07/2016,,,
25/07/2016,108.00,"PAYMENT RECEIVED       THANK YOU     NZL",,24/07/2016,,,
25/07/2016,-8.00,"UOC - RECREATION CENTR CHRISTHCURCH  NZ","PURCHASES",24/07/2016,,,
26/07/2016,-13.75,"B L RONAN              CHRISTCHURCH  NZ","PURCHASES",25/07/2016,,,
27/07/2016,-19.76,"DRESSLILLY             COVENTRY      GB","PURCHASES",22/07/2016,,,
28/07/2016,-16.23,"B L RONAN              CHRISTCHURCH  NZ","PURCHASES",27/07/2016,,,
01/08/2016,-41.59,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",30/07/2016,,,
01/08/2016,-13.49,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",30/07/2016,,,
01/08/2016,105.00,"PAYMENT RECEIVED       THANK YOU     NZL",,31/07/2016,,,
03/08/2016,-7.14,"DIGITALOCEAN.COM       6463978051    NY","PURCHASES",01/08/2016,"08/01/16          5.00    USD FOREIGN CURRENCY FEE $ 0.17 NZD INCLUDED",,
04/08/2016,-18.64,"CALTEX AVONHEAD        CHRISTCHURCH  NZ","PURCHASES",03/08/2016,,,
04/08/2016,-16.46,"B L RONAN              CHRISTCHURCH  NZ","PURCHASES",03/08/2016,,,
08/08/2016,-8.80,"KAIKOURA BAKERY        KAIKOURA      NZ","PURCHASES",05/08/2016,,,
08/08/2016,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,08/08/2016,,,
10/08/2016,-4.90,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",10/08/2016,,,
10/08/2016,-40.00,"2DEGREES MOBILE        AUCKLAND      NZ","PURCHASES",10/08/2016,,,
11/08/2016,-30.75,"DASH TICKETS NZ        WELLINGTON    NZ","PURCHASES",11/08/2016,,,
15/08/2016,-3.90,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",15/08/2016,,,
15/08/2016,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,15/08/2016,,,
17/08/2016,5.64,"PAYPAL *WOODBEADS1     4029357733    SG","PURCHASES",15/08/2016,,,
17/08/2016,-3.30,"ENG CAFE               CHRISTCHURCH  NZ","PURCHASES",16/08/2016,,,
17/08/2016,-52.96,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",16/08/2016,,,
17/08/2016,-7.90,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",17/08/2016,,,
18/08/2016,-19.68,"B L RONAN              CHRISTCHURCH  NZ","PURCHASES",17/08/2016,,,
18/08/2016,-20.50,"COUNTDOWN AVONHEAD     CHRISTCHURCH  NZL","PURCHASES",18/08/2016,,,
18/08/2016,-4.60,"REBOOT CAFE            CHRISTCHURCH  NZ","PURCHASES",18/08/2016,,,
18/08/2016,-25.63,"DASH TICKETS NZ        WELLINGTON    NZ","PURCHASES",18/08/2016,,,
22/08/2016,-49.91,"NEW WORLD FENDALTON    CHRISTCHURCH  NZ","PURCHASES",19/08/2016,,,
22/08/2016,-40.61,"EAT ME                 TE ARO        NZ","PURCHASES",20/08/2016,,,
22/08/2016,118.00,"PAYMENT RECEIVED       THANK YOU     NZL",,21/08/2016,,,
22/08/2016,-46.15,"SUNSON GIFT SHOP       CHRISTCHURCH  NZ","PURCHASES",21/08/2016,,,
24/08/2016,-7.90,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",24/08/2016,,,
25/08/2016,-33.11,"COUNTDOWN AVONHEAD     CHRISTCHURCH  NZL","PURCHASES",25/08/2016,,,
26/08/2016,-48.67,"CALTEX AVONHEAD        CHRISTCHURCH  NZ","PURCHASES",25/08/2016,,,
29/08/2016,300.00,"PAYMENT RECEIVED       THANK YOU     NZL",,27/08/2016,,,
31/08/2016,-5.50,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",30/08/2016,,,
31/08/2016,-102.50,"DASH TICKETS NZ        WELLINGTON    NZ","PURCHASES",31/08/2016,,,
02/09/2016,-4.60,"REBOOT CAFE            CHRISTCHURCH  NZ","PURCHASES",02/09/2016,,,
05/09/2016,-7.08,"DIGITALOCEAN.COM       6463978051    NY","PURCHASES",01/09/2016,"09/01/16          5.00    USD FOREIGN CURRENCY FEE $ 0.17 NZD INCLUDED",,
05/09/2016,-3.50,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",05/09/2016,,,
07/09/2016,-4.80,"REBOOT CAFE            CHRISTCHURCH  NZ","PURCHASES",07/09/2016,,,
08/09/2016,-5.80,"REBOOT CAFE            CHRISTCHURCH  NZ","PURCHASES",08/09/2016,,,
12/09/2016,-3.00,"WIKIMEDIA              877-600-9454  CA","PURCHASES",09/09/2016,,,
12/09/2016,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,11/09/2016,,,
12/09/2016,-7.90,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",12/09/2016,,,
13/09/2016,-41.67,"SUNSON GIFT SHOP       CHRISTCHURCH  NZ","PURCHASES",12/09/2016,,,
13/09/2016,-6.83,"B L RONAN              CHRISTCHURCH  NZ","PURCHASES",12/09/2016,,,
14/09/2016,-10.78,"PAYPAL *TING HUI       4029357733    SG","PURCHASES",12/09/2016,,,
15/09/2016,-3.30,"ENG CAFE               CHRISTCHURCH  NZ","PURCHASES",14/09/2016,,,
16/09/2016,-3.30,"ENG CAFE               CHRISTCHURCH  NZ","PURCHASES",15/09/2016,,,
16/09/2016,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,16/09/2016,,,
16/09/2016,-2.99,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",16/09/2016,,,
19/09/2016,-13.00,"REDCLIFFS CHINESE RE   CHRISTCHURCH  NZ","PURCHASES",17/09/2016,,,
19/09/2016,-4.98,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",17/09/2016,,,
19/09/2016,-3.90,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",19/09/2016,,,
19/09/2016,-10.00,"UBS CANTERBURY         CANTERBURY    NZL","PURCHASES",19/09/2016,,,
20/09/2016,-61.33,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",19/09/2016,,,
21/09/2016,-3.30,"ENG CAFE               CHRISTCHURCH  NZ","PURCHASES",20/09/2016,,,
21/09/2016,-12.90,"HACHI HACHI SUSHI      CHRISTCHURCH  NZ","PURCHASES",20/09/2016,,,
26/09/2016,-23.62,"DRESSLILY              COVENTRY      GB","PURCHASES",21/09/2016,,,
26/09/2016,-52.25,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",23/09/2016,,,
26/09/2016,-1.09,"PAYPAL *4UDISCOUNT6    4029357733    SG","PURCHASES",24/09/2016,,,
26/09/2016,-10.74,"PAYPAL *QIANNILIMIT    4029357733    SG","PURCHASES",24/09/2016,,,
26/09/2016,-50.00,"HOYTS RICCARTON        RICCARTON     NZ","PURCHASES",25/09/2016,,,
26/09/2016,-4.90,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",26/09/2016,,,
28/09/2016,-24.20,"DRESSLILY              COVENTRY      GB","PURCHASES",24/09/2016,,,
29/09/2016,-10.00,"CHANGE.ORG             CHANGE.ORG    CA","PURCHASES",27/09/2016,,,
29/09/2016,-79.12,"NZ TRANSPORT AGENCY    PALM NORTH    NZL","PURCHASES",29/09/2016,,,
03/10/2016,-6.29,"PAK N SAVE HORNBY      HORNBY        NZ","PURCHASES",30/09/2016,,,
03/10/2016,-5.00,"PAYPAL *HONGKONGTIN    4029357733    SG","PURCHASES",30/09/2016,,,
03/10/2016,-7.08,"DIGITALOCEAN.COM       6463978051    NY","PURCHASES",01/10/2016,"10/01/16          5.00    USD FOREIGN CURRENCY FEE $ 0.17 NZD INCLUDED",,
03/10/2016,-9.80,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",03/10/2016,,,
04/10/2016,-14.80,"HOST RESTAURANT & KA   CHRISTCHURCH  NZ","PURCHASES",02/10/2016,,,
04/10/2016,-3.48,"VILLAGE BAKEHOUSE      CHRISTCHURCH  NZL","PURCHASES",03/10/2016,,,
05/10/2016,-16.90,"HACHI HACHI            CHRISTCHURCH  NZ","PURCHASES",05/10/2016,,,
06/10/2016,-5.80,"REBOOT CAFE            CHRISTCHURCH  NZ","PURCHASES",06/10/2016,,,
07/10/2016,-7.98,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",07/10/2016,,,
10/10/2016,-11.47,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",07/10/2016,,,
10/10/2016,-5.90,"WENDYS SUPA SUNDAES    CHRISTCHURCH  NZ","PURCHASES",08/10/2016,,,
10/10/2016,-68.50,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",08/10/2016,,,
10/10/2016,-5.90,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",10/10/2016,,,
10/10/2016,400.00,"PAYMENT RECEIVED       THANK YOU     NZL",,10/10/2016,,,
10/10/2016,-50.00,"2DEGREES MOBILE        AUCKLAND      NZ","PURCHASES",10/10/2016,,,
11/10/2016,-4.80,"REBOOT CAFE            CHRISTCHURCH  NZ","PURCHASES",11/10/2016,,,
13/10/2016,-10.00,"ECAN BUS INTERCHANGE   CHRISTCHURCH  NZ","PURCHASES",12/10/2016,,,
25/10/2016,150.00,"PAYMENT RECEIVED       THANK YOU     NZL",,22/10/2016,,,
25/10/2016,-11.98,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",23/10/2016,,,
26/10/2016,-4.80,"REBOOT CAFE            CHRISTCHURCH  NZ","PURCHASES",26/10/2016,,,
28/10/2016,-15.08,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",27/10/2016,,,
28/10/2016,-13.90,"HACHI HACHI            CHRISTCHURCH  NZ","PURCHASES",28/10/2016,,,
31/10/2016,-25.48,"COUNTDOWN AVONHEAD     CHRISTCHURCH  NZL","PURCHASES",29/10/2016,,,
31/10/2016,-54.60,"CALTEX AVONHEAD        CHRISTCHURCH  NZ","PURCHASES",29/10/2016,,,
31/10/2016,-4.60,"CAFE 101               CHRISTCHURCH  NZ","PURCHASES",31/10/2016,,,
02/11/2016,-6.00,"SHILLING CLUB          CHRISTCHURCH  NZ","PURCHASES",01/11/2016,,,
02/11/2016,115.00,"PAYMENT RECEIVED       THANK YOU     NZL",,02/11/2016,,,
03/11/2016,-7.18,"DIGITALOCEAN.COM       6463978051    NY","PURCHASES",31/10/2016,"10/31/16          5.00    USD FOREIGN CURRENCY FEE $ 0.18 NZD INCLUDED",,
04/11/2016,14.00,"PAYMENT RECEIVED       THANK YOU     NZL",,04/11/2016,,,
07/11/2016,-237.00,"HOBBITON MOVIE SET & F MATAMATA      NZL","PURCHASES",06/11/2016,,,
07/11/2016,-444.00,"EARTH & SKY            LAKE TEKAPO   NZ","PURCHASES",06/11/2016,,,
08/11/2016,700.00,"PAYMENT RECEIVED       THANK YOU     NZL",,08/11/2016,,,
11/11/2016,424.00,"EARTH & SKY            LAKE TEKAPO   NZ","PURCHASES",10/11/2016,,,
11/11/2016,-14.99,"LIVING&GIVING RICARTO  RICCARTON     NZ","PURCHASES",10/11/2016,,,
14/11/2016,-5.00,"PAK N SAVE HORNBY      HORNBY        NZ","PURCHASES",11/11/2016,,,
14/11/2016,-14.70,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",11/11/2016,,,
15/11/2016,-9.80,"HACHI HACHI            CHRISTCHURCH  NZ","PURCHASES",15/11/2016,,,
15/11/2016,-19.56,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",15/11/2016,,,
16/11/2016,-6.14,"HACHI HACHI            CHRISTCHURCH  NZ","PURCHASES",16/11/2016,,,
17/11/2016,-7.18,"KIKKI.K                CHRISTCHURCH  NZ","PURCHASES",16/11/2016,,,
17/11/2016,-11.18,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",16/11/2016,,,
17/11/2016,-20.00,"METRO CARD ONLINE      Christchurch  NZ","PURCHASES",16/11/2016,,,
18/11/2016,-1259.00,"DELL COMPUTER          SINGAPORE     SG","PURCHASES",16/11/2016,,,
22/11/2016,-9.00,"11 MART STORE          CHRISTCHURCH  NZ","PURCHASES",22/11/2016,,,
23/11/2016,-40.00,"METRO CARD ONLINE      Christchurch  NZ","PURCHASES",22/11/2016,,,
23/11/2016,-14.90,"HACHI HACHI            CHRISTCHURCH  NZ","PURCHASES",23/11/2016,,,
28/11/2016,-7.67,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",26/11/2016,,,
28/11/2016,-25.37,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",27/11/2016,,,
28/11/2016,1000.00,"PAYMENT RECEIVED       THANK YOU     NZL",,28/11/2016,,,
05/12/2016,-7.28,"DIGITALOCEAN.COM       6463978051    NY","PURCHASES",01/12/2016,"12/01/16          5.00    USD FOREIGN CURRENCY FEE $ 0.18 NZD INCLUDED",,
05/12/2016,30.00,"PAYMENT RECEIVED       THANK YOU     NZL",,03/12/2016,,,
05/12/2016,-59.90,"ANDREA BIANI HORNBY    CHRISTCHURCH  NZL","PURCHASES",03/12/2016,,,
05/12/2016,-12.50,"KFC - 559              HORNBY        NZL","PURCHASES",03/12/2016,,,
05/12/2016,-20.00,"METRO CARD ONLINE      Christchurch  NZ","PURCHASES",03/12/2016,,,
05/12/2016,-32.54,"UNICHEM CASHEL PHARMAC CHRISTCHURCH  NZ","PURCHASES",05/12/2016,,,
06/12/2016,130.00,"PAYMENT RECEIVED       THANK YOU     NZL",,06/12/2016,,,
08/12/2016,-6.00,"THATSITMATE LTD        CHRISTCHURCH  NZ","PURCHASES",07/12/2016,,,
08/12/2016,-103.00,"ON THE GO - RICCARTON  CHRISTCHURCH  NZ","PURCHASES",07/12/2016,,,
08/12/2016,-25.50,"UNICHEM CASHEL PHARMAC CHRISTCHURCH  NZ","PURCHASES",08/12/2016,,,
09/12/2016,-15.00,"UOC - RECREATION CENTR CHRISTHCURCH  NZ","PURCHASES",08/12/2016,,,
12/12/2016,-6.67,"PAYPAL *ZHANG QIONG    13798451912   SG","PURCHASES",09/12/2016,,,
12/12/2016,-4.02,"PAYPAL *XIONGZHIBIN    4029357733    SG","PURCHASES",09/12/2016,,,
12/12/2016,-54.99,"JAY JAYS 464           CHRISTCHURCH  NZ","PURCHASES",10/12/2016,,,
12/12/2016,-155.01,"LUMLEY GEN INS NZ      AUCKLAND      NZL","PURCHASES",12/12/2016,,,
13/12/2016,-11.98,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",13/12/2016,,,
13/12/2016,-15.00,"MUMBAIWALA             CHRISTCHURCH  NZ","PURCHASES",13/12/2016,,,
14/12/2016,-88.50,"TUTTO BENE             CHRISTCHURCH  NZ","PURCHASES",12/12/2016,,,
14/12/2016,-9.50,"PARKMATE               AUCKLAND      NZ","PURCHASES",13/12/2016,,,
14/12/2016,400.00,"PAYMENT RECEIVED       THANK YOU     NZL",,14/12/2016,,,
14/12/2016,-2.00,"JUST INCREDIBLE        CHRISTCHURCH  NZ","PURCHASES",14/12/2016,,,
14/12/2016,-8.50,"TWL 175 SOUTH CITY     CHRISTCHURCH  NZ","PURCHASES",14/12/2016,,,
16/12/2016,-56.14,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",15/12/2016,,,
19/12/2016,-59.90,"TRENDEZ                CHRISTCHURCH  NZ","PURCHASES",16/12/2016,,,
19/12/2016,-39.99,"MAX FASHIONS NORTHLAND CHISTCHURCH   NZ","PURCHASES",16/12/2016,,,
19/12/2016,-10.00,"COFFEE CULTURE RICCART RICCARTON CHC NZ","PURCHASES",17/12/2016,,,
19/12/2016,-17.90,"FRENCH CONNECTION      CHRISTCHURCH  NZ","PURCHASES",17/12/2016,,,
19/12/2016,-9.90,"SEED HERITAGE          CHRISTCHURCH  NZ","PURCHASES",17/12/2016,,,
20/12/2016,-3.00,"PAYPAL *WIKIMEDIAFO    4158396885    CA","PURCHASES",18/12/2016,,,
20/12/2016,-22.39,"THE BABY FACTORY 22    CHRISTCHURCH  NZ","PURCHASES",19/12/2016,,,
20/12/2016,300.00,"PAYMENT RECEIVED       THANK YOU     NZL",,20/12/2016,,,
21/12/2016,-50.00,"2DEGREES MOBILE        AUCKLAND      NZ","PURCHASES",21/12/2016,,,
21/12/2016,-13.90,"HACHI HACHI            CHRISTCHURCH  NZ","PURCHASES",21/12/2016,,,
22/12/2016,-16.99,"Apple NZ GCS           SYDNEY        AU","PURCHASES",19/12/2016,,,
22/12/2016,-80.59,"TWL 220 RICCARTON      RICCARTON     NZ","PURCHASES",21/12/2016,,,
22/12/2016,-9.37,"COUNTDOWN AVONHEAD     CHRISTCHURCH  NZL","PURCHASES",22/12/2016,,,
23/12/2016,-31.54,"CASHEL ST POST SHOP    CHRISTCHURCH  NZ","PURCHASES",22/12/2016,,,
23/12/2016,-13.37,"CALTEX AVONHEAD        CHRISTCHURCH  NZ","PURCHASES",22/12/2016,,,
28/12/2016,-15.23,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",23/12/2016,,,
28/12/2016,300.00,"PAYMENT RECEIVED       THANK YOU     NZL",,26/12/2016,,,
28/12/2016,-25.00,"CHCH Adventure Park    CHC           NZ","PURCHASES",26/12/2016,,,
28/12/2016,-110.81,"COMPUTERLOU CL345vbn   AUK           NZ","PURCHASES",26/12/2016,,,
28/12/2016,-4.68,"NEW WORLD BLENHEIM     BLENHEIM      NZ","PURCHASES",26/12/2016,,,
28/12/2016,-4.19,"TWL 173 BLENHEIM       BLENHEIM      NZ","PURCHASES",26/12/2016,,,
29/12/2016,-9.40,"RICHMOND NIGHT 'N DAY  NELSON        NZ","PURCHASES",27/12/2016,,,
30/12/2016,-102.00,"DRAGONFLY BY MARIPOSA  TAKAKA        NZL","PURCHASES",30/12/2016,,,
04/01/2017,-7.39,"DIGITALOCEAN.COM       6463978051    NY","PURCHASES",30/12/2016,"12/30/16          5.00    USD FOREIGN CURRENCY FEE $ 0.18 NZD INCLUDED",,
04/01/2017,-43.36,"LIVING & GIVING        MT ALBERT     NZ","PURCHASES",31/12/2016,,,
04/01/2017,-0.80,"MCDONALDS BLENHEIM     BLENHEIM      NZL","PURCHASES",01/01/2017,,,
04/01/2017,-128.49,"FARMERS ONLINE         AUCKLAND      NZ","PURCHASES",01/01/2017,,,
04/01/2017,200.00,"PAYMENT RECEIVED       THANK YOU     NZL",,02/01/2017,,,
04/01/2017,-24.59,"PB TECHNOLOGIES LTD    PENROSE       NZ","PURCHASES",02/01/2017,,,
04/01/2017,-4.36,"PAYPAL *COOLIDAGE20    4029357733    SG","PURCHASES",02/01/2017,,,
04/01/2017,-13.43,"PAYPAL *GEV-EBAY       3478711005    SG","PURCHASES",02/01/2017,,,
04/01/2017,-29.55,"PAYPAL *HASSAN         4029357733    SG","PURCHASES",02/01/2017,,,
06/01/2017,-26.78,"PAYPAL *XIAMENECOSO    13225087445   SG","PURCHASES",04/01/2017,,,
09/01/2017,-10.40,"PAYPAL *JIANFENGYI     15521320288   SG","PURCHASES",05/01/2017,,,
09/01/2017,-13.01,"PAYPAL *ZHANG YI       18719033002   SG","PURCHASES",05/01/2017,,,
09/01/2017,-7.69,"PAYPAL *GAMESALORIN    1358652176    SG","PURCHASES",05/01/2017,,,
09/01/2017,-5.59,"BRISCOES RICCARTON     AUCKLAND      NZ","PURCHASES",06/01/2017,,,
09/01/2017,-15.00,"BRISCOES               MT ALBERT     NZ","PURCHASES",07/01/2017,,,
09/01/2017,-1.48,"PAYPAL *YANGLILI       13818882423   SG","PURCHASES",07/01/2017,,,
09/01/2017,-10.34,"BUNNINGS - 9476        RICCARTON     NZL","PURCHASES",08/01/2017,,,
09/01/2017,-74.52,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",08/01/2017,,,
09/01/2017,-2.65,"CRAZY DAVES            CHRISTCHURCH  NZ","PURCHASES",08/01/2017,,,
09/01/2017,-12.85,"RAEWARD FRESH TOWER    CHRISTCHURCH  NZ","PURCHASES",08/01/2017,,,
09/01/2017,-1.60,"TWL 220 RICCARTON      RICCARTON     NZ","PURCHASES",08/01/2017,,,
11/01/2017,-2.50,"JAYCAR PTY LTD         CHRISTCHURCH  NZ","PURCHASES",10/01/2017,,,
